url_id,url,is_scraped,created_at,updated_at
121,https://www.notationsworld.com/kuch-kuch-hota-hai-title-song-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
122,https://www.notationsworld.com/gulabi-ankhen-the-train-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
123,https://www.notationsworld.com/surili-akhiyon-wale-veer-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
124,https://www.notationsworld.com/shikwa-nahi-jubin-nautiyal-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
125,https://www.notationsworld.com/mere-mehboob-qayamat-hogi-kishore-kumar-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
126,https://www.notationsworld.com/chura-liya-hai-tumne-jo-dil-ko-yaadon-ki-baaraat-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
127,https://www.notationsworld.com/phoolon-ka-taaron-ka-hare-rama-hare-krishna-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
128,https://www.notationsworld.com/pyar-diwana-hota-hai-kati-patang-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
129,https://www.notationsworld.com/dil-de-diya-hain-anand-raj-anand-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
130,https://www.notationsworld.com/best-alankars-for-practice-8.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
131,https://www.notationsworld.com/titanic-my-heart-will-go-on-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
132,https://www.notationsworld.com/teri-meri-kahani-happy-hardy-and-heer-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
133,https://www.notationsworld.com/tum-hi-aana-marjaavaan-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
134,https://www.notationsworld.com/gerua-dilwale-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
135,https://www.notationsworld.com/mere-saamne-wali-khidki-mein-padosan-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
136,https://www.notationsworld.com/thodi-jagah-marjaavaan-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
137,https://www.notationsworld.com/yeh-aaina-kabir-singh-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
138,https://www.notationsworld.com/yaara-mamta-sharma-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
139,https://www.notationsworld.com/tu-mileya-darshan-raval-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
140,https://www.notationsworld.com/dekhte-dekhte-batti-gul-meter-chalu-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
141,https://www.notationsworld.com/intezaar-arijit-singh-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
142,https://www.notationsworld.com/kisi-aur-naal-asees-kaur-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
143,https://www.notationsworld.com/moh-moh-ke-dhaage-dum-laga-ke-haisha-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
144,https://www.notationsworld.com/main-rahoon-ya-na-rahoon-armaan-malik-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
145,https://www.notationsworld.com/jingle-bells-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
146,https://www.notationsworld.com/pal-pal-dil-ke-paas-kishore-kumar-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
147,https://www.notationsworld.com/baarish-lete-aana-darshan-raval-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
148,https://www.notationsworld.com/havana-camila-cabello-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
149,https://www.notationsworld.com/shayad-love-aaj-kal-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
150,https://www.notationsworld.com/girls-like-you-maroon-5-sargam-and-flute-notes.html,False,2025-05-17 12:08:00,2025-05-17 12:08:00
